xbox,ybox,width,height,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xedge,xedgey,yedge,yedgex,letter
5.15938,9.00183,5.25126,6.25021,2.0312,4.93365,9.52931,7.98764,9.76375,13.4473,9.42149,13.3475,0.583614,10.0634,3.56077,8.50009,C
5.86489,11.1809,5.93996,7.18397,6.20735,7.72511,7.66564,3.59027,4.32708,9.79701,6.23863,6.26648,4.94888,6.89244,6.7822,6.79074,A
2.60456,5.90132,5.88632,4.81539,2.78929,11.2638,1.97684,3.12086,2.00799,9.63832,1.32035,8.97217,2.10119,5.61792,3.08622,8.81209,A
2.49542,5.10394,4.61742,3.15449,2.85764,9.66382,5.51853,1.77076,3.72751,10.7349,4.01883,7.18197,2.27795,7.27053,3.28259,9.11651,B
2.94625,5.23365,3.5883,3.768,3.10824,9.32741,9.13591,5.20565,6.07476,8.52913,6.80568,5.54497,2.24041,8.89254,7.36617,10.7009,B
4.15878,5.57022,4.54073,4.12257,2.07408,7.6315,5.08215,5.5991,6.44722,8.23241,5.06168,11.2935,1.82467,8.24107,4.15984,10.5513,B
2.33844,5.23567,3.69905,3.38841,3.89258,7.328,7.28625,7.19362,6.028,5.94621,6.51633,7.79335,1.97737,8.58507,6.60261,10.1745,B
4.83372,12.1182,7.22022,8.53453,6.34599,6.72206,7.66887,6.88591,7.16522,6.73053,4.92827,3.76085,4.79636,8.35617,8.97003,6.58055,B
2.27015,3.579,3.43811,3.2367,3.14572,7.00981,6.15357,5.94765,4.34372,7.20235,5.02663,8.47399,1.97714,8.47414,6.78019,8.55221,B
3.60789,5.81004,4.98073,3.93766,4.37774,8.23292,6.38926,3.21791,5.37122,8.45365,5.23269,5.36148,1.85255,8.01785,5.3326,9.51772,B
2.2822,6.4429,4.36082,4.1565,1.39558,6.6094,6.73569,2.83574,1.84247,6.5891,1.02109,7.41646,2.24777,6.77315,1.72848,7.38114,B
3.54948,2.7166,4.21494,3.43811,2.75305,6.40054,7.61342,5.51793,7.50194,7.43933,7.00114,9.44685,1.2994,9.22415,5.91902,11.2854,B
2.19078,10.1832,3.38442,7.78994,3.9758,5.1346,11.0544,7.54105,7.55611,9.52684,9.25881,12.9337,2.09547,10.5654,3.99976,10.307,C
1.6188,3.52881,1.68951,3.26672,-1.62376,7.07065,5.90799,0.94203,-0.874323,3.32185,6.3156,2.11177,-0.519116,5.63363,3.96594,-0.198781,Unknown
5.47401,10.0125,5.36906,6.49209,3.41693,5.08837,7.77035,4.85514,7.17069,9.36798,5.78747,8.7959,2.33291,8.24211,4.44347,6.34508,C
5.24088,4.11415,8.03946,5.08962,3.79256,9.89102,4.26042,2.26269,2.89778,9.6528,1.8105,8.82134,4.84827,4.91716,4.55299,8.31619,A
2.14049,3.29641,2.6206,3.21569,1.04023,7.07287,7.19399,7.15674,9.47265,7.29388,5.96622,9.99409,0.1401,8.36185,5.74906,9.34334,C
2.97915,7.49175,4.4174,5.78511,2.42885,5.87871,7.39372,7.50487,6.96799,6.42482,5.24234,8.87315,1.27338,7.17851,4.88825,7.97347,B
6.21651,12.6964,8.20877,8.64375,7.2581,9.59276,7.0753,3.42076,5.00942,8.68379,5.2666,7.94998,5.183,7.58174,7.42422,10.3314,B
2.39109,3.46366,2.96525,2.30335,2.7583,7.44608,6.9281,6.37841,4.73351,6.68175,5.87335,8.11838,1.619,8.29377,5.04763,8.93911,B
6.06327,9.95054,7.62316,6.83511,5.07445,10.5522,5.59175,2.22943,3.33452,9.72142,3.69398,7.84105,4.67394,6.72991,4.97082,8.56965,A
4.05151,7.56217,5.56103,4.84445,5.56185,6.258,5.60888,2.71665,3.92231,4.9424,5.17346,6.31205,5.44934,7.50905,6.68831,7.36249,B
2.41049,5.90999,3.75541,5.06627,2.4157,6.41811,6.90007,6.99563,7.36901,5.46423,5.33772,10.0428,1.00175,7.25262,4.85417,8.90791,C
5.14041,9.19023,6.06112,6.0123,6.16969,7.78288,6.47981,2.92206,3.30934,7.04386,4.2901,6.55268,4.02106,7.53127,5.60598,7.62949,B
1.92624,4.6333,4.50736,3.00674,3.89734,6.87972,6.4926,3.35727,3.99544,5.653,5.47543,6.29808,3.52561,7.55005,5.22188,6.27269,B
1.87698,5.32766,2.97892,2.94107,2.01382,7.97946,5.37113,4.04885,3.19172,8.67652,3.64568,9.61132,1.17371,7.58429,2.55435,9.42775,B
3.12686,7.47839,4.13959,5.61705,2.45505,5.53915,6.50812,5.56171,7.47579,7.49554,5.57586,13.1226,0.853518,7.60406,3.6994,7.00003,C
8.59988,15.1549,6.82077,8.88071,4.62743,7.18068,10.1161,4.72466,6.30005,12.7185,7.76031,9.10125,4.92034,9.88411,6.92197,9.90986,C
1.85078,0.372103,2.39311,1.07153,1.03688,5.66266,4.79185,3.76081,2.39115,5.63107,4.63319,7.06356,1.86431,7.70299,4.16109,7.07378,B
3.16704,4.8863,4.71917,4.46837,2.21044,5.32996,8.17912,6.09795,8.28247,8.25794,7.42962,11.3033,1.64016,9.02064,4.46189,9.58027,C
1.37991,5.62847,2.01975,5.19843,1.62451,7.15772,7.54239,11.0422,7.37881,7.84761,6.67487,8.81143,1.3007,10.0202,7.69977,11.602,B
3.22162,4.77822,4.78628,4.60003,4.39873,8.61784,6.91574,5.60476,6.38533,7.73777,5.65099,5.84846,2.44839,7.6949,7.82958,10.1164,B
2.18904,2.0552,3.29855,2.77451,1.97988,7.4235,4.85861,4.28804,4.65935,6.85032,4.21698,8.5578,1.17144,8.12587,3.68696,8.62741,B
9.86557,21.9466,-12.0724,42.3822,-11.9709,-1.88921,-7.62862,19.1365,59.3648,-23.7821,27.8607,34.8762,-13.1942,-1.8038,-12.4902,20.7967,Unknown
2.81134,6.68621,4.60162,5.31191,2.87806,8.77955,1.76249,1.73118,1.67109,7.50573,1.23674,8.09765,1.29734,6.27395,2.14099,6.31357,A
4.33209,8.7436,6.25446,6.30334,5.83523,7.75766,6.20474,4.60534,5.30232,7.93838,5.16934,6.74438,4.43546,7.70316,8.83444,7.55068,A
6.13711,4.91636,7.00106,5.87776,8.30758,7.94128,8.21387,6.01716,5.84847,3.9497,6.77137,6.59648,3.10262,10.7336,8.13906,4.31221,A
5.41333,10.9962,7.4316,6.86526,6.3299,7.18886,9.09807,4.68355,4.25682,8.28195,8.20085,9.33008,5.2973,7.22993,7.21633,6.04807,B
1.61701,1.85282,2.89814,2.41174,0.0454064,6.80731,4.05014,2.67957,-0.0968373,7.35991,0.791403,7.40008,1.54868,6.3654,0.747212,7.28629,A
4.17286,10.0726,4.8083,6.45602,5.97788,7.3605,7.87022,7.26433,3.86284,7.34677,7.60512,9.15416,4.51499,8.11792,8.82915,8.60578,B
6.30634,9.42364,7.87713,6.7709,5.78325,7.12495,6.42614,4.57577,6.86889,9.27857,4.36587,5.71235,2.83151,7.4857,7.42566,10.2521,B
5.42448,9.23736,5.74897,6.23243,6.10891,7.06891,7.47183,4.0422,4.57801,7.98727,6.04513,7.38263,4.49572,8.33615,6.31893,6.1599,B
1.60009,5.1259,3.21084,3.61362,1.57177,5.4208,6.71255,4.8244,5.82808,6.2234,5.28026,11.4658,0.563697,6.95805,3.73363,9.15791,C
3.57447,7.60802,5.88783,5.44346,5.77171,7.02787,6.81073,5.13604,5.90707,6.8909,6.50969,6.165,3.59462,7.62574,5.81009,6.09452,B
4.43758,9.73053,8.44038,6.44828,8.46708,9.73654,7.90225,7.49689,5.95178,7.02286,6.10023,4.91001,2.8752,7.52537,8.52478,6.04078,A
4.81363,7.27642,8.25469,8.90223,3.6533,10.0267,4.16401,3.21214,4.03551,7.68151,1.49372,7.86034,3.01442,7.26296,4.65054,7.84742,B
5.62317,11.0885,5.4053,6.86619,3.81684,5.75454,6.29441,6.41052,7.25394,6.51022,5.86128,8.59466,2.87897,8.30063,7.83602,9.27724,B
2.67624,8.34508,3.1898,6.40276,4.86913,6.49642,7.30068,8.19454,4.61205,6.26114,4.68349,7.95427,1.60864,7.41622,6.49449,7.57289,B
4.66229,9.99476,8.16831,7.29846,7.45368,8.07433,7.08626,4.03687,4.16835,6.02839,5.68266,10.0856,5.72937,8.53282,8.87258,5.40363,B
15.6107,31.4316,-7.68037,52.2807,4.20627,22.1812,28.4164,49.4861,38.8167,5.96357,18.9965,24.9627,-21.6751,29.3519,56.743,44.6187,Unknown
6.30909,10.2185,8.14284,5.70102,6.53082,9.19978,4.97136,3.56343,6.88985,8.35008,3.88469,6.2864,4.51689,7.92203,7.43969,10.5335,B
2.35258,5.5554,3.36464,3.94629,2.40618,9.77871,5.89702,2.42847,3.66526,9.95957,4.0307,7.18527,1.85647,7.98255,4.23451,9.61741,B
2.04299,2.19667,3.391,1.91396,0.401364,7.97157,3.48269,2.2061,-0.108379,6.57375,0.517019,7.21196,2.43444,6.93618,0.956824,7.27567,A
3.16847,7.86263,4.21901,4.97761,3.17312,6.68774,6.66499,6.35713,6.29649,6.73457,5.74196,6.58664,1.02511,8.55055,7.10853,9.93136,B
2.87329,3.11594,4.73576,3.19772,3.34731,6.21183,5.84734,2.99859,3.79281,5.9075,4.53773,6.4972,3.88789,8.19103,5.19986,8.05255,B
4.96591,8.3674,6.65001,6.48547,6.91908,7.77319,6.95249,4.27412,4.88647,7.55076,5.36982,7.14294,5.26443,8.03161,7.71701,7.75736,B
1.49672,3.22955,2.8348,2.18602,0.877418,5.11152,7.9147,4.95789,8.41326,8.2487,7.2097,13.8274,0.223151,8.48724,3.2375,9.09357,C
6.12877,9.36897,7.91861,6.51615,7.21863,7.10677,10.2338,6.66486,5.20881,8.28599,7.88736,8.39574,4.25559,8.63842,10.2914,7.02695,B
4.43209,11.4105,5.4758,6.51135,4.28487,8.96332,10.4236,5.74582,5.58074,11.2434,7.73222,5.38507,2.46232,9.02955,9.16171,9.62908,B
1.24592,3.47247,2.55765,2.11909,-0.119829,10.2377,4.07283,3.2823,2.75187,9.27935,2.43948,11.0189,1.53348,8.22304,1.47601,9.42291,A
3.65086,5.03765,5.10703,4.82787,1.60751,10.8571,1.84076,2.03555,1.45868,8.5979,1.97504,8.85921,2.48271,5.88051,3.22186,8.1545,A
4.90508,8.49405,6.5005,5.1511,4.61915,9.85251,6.70066,4.02773,6.61392,10.1217,3.94803,6.33394,3.2158,7.87157,6.53127,11.0622,B
5.15084,9.57176,5.14855,5.2852,3.08527,7.545,2.50383,1.09731,1.59582,6.0942,2.31295,7.46989,4.02503,4.48186,4.43008,7.22842,A
3.84409,9.03556,6.65094,2.52309,1.79434,8.32108,2.37527,0.81758,3.70672,6.25432,4.44017,4.2002,5.74697,5.54677,5.57827,-1.13682,B
5.13323,8.08233,7.71685,7.20544,9.51338,10.7262,6.1405,2.40405,4.04105,3.2312,6.04525,5.29909,9.83327,10.4327,9.98794,-2.04584,A
2.74411,7.08951,4.05818,5.28157,2.11859,9.15786,1.63753,1.68855,0.815683,7.63898,1.95578,8.77061,2.25698,5.69086,1.80978,7.38303,A
7.63392,15.3361,7.76824,9.13398,6.73008,7.54452,6.26616,5.77489,6.38597,9.45602,4.94416,9.13398,3.8838,8.13596,7.67385,9.50947,A
6.58382,12.0317,9.44395,8.0093,5.93319,13.8237,-1.30634,3.3402,3.53285,11.3566,0.848394,11.2899,3.73316,6.51055,4.75062,10.7296,Unknown
4.58656,9.39022,7.11065,6.3934,5.62933,7.45728,4.49703,1.96249,2.82128,5.87426,3.05503,7.86325,4.6176,6.71639,3.97096,5.39093,A
7.26522,14.0763,6.95833,8.11631,6.66397,7.47886,9.00604,5.64949,7.09236,11.1947,7.74669,9.54083,3.99034,9.42137,6.90068,10.9649,B
2.24298,3.70681,3.80694,2.18259,1.59813,11.5089,3.22389,2.96339,1.21279,9.71192,1.04483,8.25638,1.29341,6.16127,2.16043,7.72804,A
8.25661,11.0397,8.53951,7.93745,5.7568,5.6744,8.1949,8.60661,6.93956,8.93132,7.33817,7.04657,3.99503,7.81722,11.772,8.65367,B
0.946112,-0.0406144,1.34959,0.193085,0.230197,6.2667,7.41062,5.21176,5.43939,8.02614,6.91569,9.95736,0.283792,8.89008,3.71687,9.00814,C
4.19772,8.15148,6.99824,6.43047,5.48588,7.74916,4.74271,2.13241,3.03532,5.50873,3.97429,7.73108,5.98046,7.09972,3.77257,4.3376,A
3.62618,5.66951,5.71373,3.63402,3.45419,10.3368,3.89469,3.13549,4.64475,10.3745,2.42613,7.84478,1.46606,7.36579,3.57833,9.65239,B
6.5788,12.3602,6.22771,7.34403,5.8935,9.80682,8.03178,6.18162,6.52335,9.47772,5.5437,5.45202,4.2635,7.79464,6.10634,6.56206,C
2.45354,5.45933,4.8554,4.41639,1.75425,7.1663,2.05323,1.66302,1.29982,6.1686,1.17051,7.09773,3.11368,5.60535,1.70518,6.46579,A
2.76472,4.02664,4.56859,4.80859,2.52109,7.94074,3.60932,1.85207,1.53361,7.36921,1.57279,7.49045,2.73721,6.77156,2.07136,8.56733,A
2.82316,6.13171,5.40917,6.7083,2.46414,10.6213,3.66355,2.94733,1.25581,8.65671,0.574633,9.82352,1.62166,6.72335,2.39783,7.43506,A
4.79187,10.3582,6.77836,8.23828,6.08081,11.3972,2.55631,3.10348,1.48888,9.29507,2.09585,9.47176,4.30143,5.47055,2.7365,7.12385,A
5.65322,11.8147,5.77228,6.51615,4.21706,10.4235,7.75135,3.58547,5.40228,12.79,6.73798,9.82863,3.7679,7.71708,7.66801,11.6505,C
3.72949,4.18508,4.6629,3.68775,3.24234,8.90392,4.23153,5.65954,3.32931,8.97756,4.67738,11.6803,4.05041,7.79563,3.12711,10.1388,B
3.96192,9.05099,4.56672,4.15022,2.4988,13.1104,2.90815,2.53383,3.52415,10.1747,2.1045,7.74517,1.95753,4.91928,2.7824,9.9765,A
6.16398,10.5219,7.21648,6.42762,5.33194,5.96505,7.25547,6.96934,7.96193,9.3546,5.54441,9.02759,2.38701,8.88296,5.5,8.62594,C
3.55402,4.19805,5.17006,4.18802,3.2999,10.4675,7.25251,3.40453,5.83394,9.79112,3.9289,6.82373,5.56792,8.45739,7.01049,10.2342,B
2.94588,9.01721,5.56403,5.66023,2.52188,6.75484,6.8602,4.00345,2.33278,7.66311,4.47426,11.0894,3.139,8.16973,2.66191,7.51732,B
2.47169,8.31549,3.96,4.96938,1.52743,8.50177,3.60806,2.46879,1.77718,7.2556,0.642569,7.76968,1.44846,6.89832,2.03075,7.03988,A
4.29406,8.37835,6.0357,5.95133,5.06809,7.26179,6.9626,5.53101,6.7262,9.52837,5.9715,8.91197,1.52806,9.18005,5.04518,9.29662,B
5.16867,8.93919,7.03145,6.90879,6.20322,6.71282,6.68578,6.00887,6.07515,6.79758,6.13671,9.45765,3.44045,7.52908,5.8576,7.48496,B
2.38983,5.81424,4.26597,3.87386,3.00545,6.6855,5.64113,3.12799,3.74623,8.57841,5.33576,8.15338,3.08091,7.71284,4.44588,5.99385,B
8.32672,12.8049,11.4547,9.62668,8.67952,8.01079,5.68247,4.94779,6.65895,9.62649,5.08666,5.917,1.41976,7.58337,6.78069,10.9471,B
3.61423,6.236,4.95267,8.36254,2.01501,5.90062,7.06614,9.16259,13.283,5.80632,7.26765,15.9325,0.344928,9.94949,5.20417,10.3617,C
2.69025,7.0662,3.79995,4.12234,2.3359,5.68646,7.80509,6.66693,7.29989,10.0013,7.46506,10.0214,0.826408,9.02694,3.51681,7.85268,C
3.53698,9.14752,7.23472,7.23338,3.38151,9.90178,3.51569,2.4393,2.34942,8.64043,0.353499,7.56682,2.60146,7.63649,2.69539,8.04522,A
2.70568,6.63657,4.45245,5.18628,2.60444,11.7908,1.6634,2.26542,1.78867,10.2931,1.92147,9.16536,2.14313,5.3686,2.821,9.69782,A
5.31254,9.3673,6.83134,7.3402,4.32152,9.35692,2.4957,3.88506,1.75681,9.69881,2.42348,9.73487,4.18523,4.88118,3.9151,8.14352,A
6.14665,10.8174,6.60894,6.59138,5.30309,7.18544,7.77766,8.51138,8.69728,8.6579,6.75359,8.28914,3.08025,9.56497,8.21702,11.1139,C
5.67467,8.78402,6.53341,5.85768,3.62881,7.16866,7.03534,7.2933,7.8227,7.42877,7.82191,9.479,1.88895,9.81306,4.51515,7.22886,B
5.35758,12.3674,7.11119,9.21065,5.84214,7.28081,8.02939,2.99025,4.20005,8.84086,3.97426,8.21927,4.77038,8.06736,5.94242,3.37369,B
5.39353,12.0678,4.02094,6.5293,3.56189,11.4251,1.23214,3.54158,0.658019,9.72764,3.65166,9.67895,4.5734,5.09382,3.53948,8.46012,A
4.2637,7.01575,5.91084,5.40784,5.61451,7.71806,6.84446,3.88001,5.20056,7.08975,4.62128,6.11294,2.67223,8.1798,5.23088,9.52719,B
3.1486,7.62666,4.8191,5.62592,3.03782,5.66052,6.01626,4.61821,6.4458,5.84996,4.96613,9.28872,2.37153,7.24531,3.93422,8.07175,B
2.76403,5.63707,3.94823,4.92179,4.80013,7.88077,7.19874,4.22537,5.17145,7.46893,4.82702,4.61007,2.642,7.72767,8.03903,10.2611,B
1.77579,3.27702,2.59474,2.15707,1.01985,8.7423,1.5386,1.67927,0.522954,6.74475,1.97181,8.02517,1.51045,5.05783,1.77873,6.47183,A
-2.3982,18.9483,4.15409,-8.03703,-6.45859,-7.35386,-11.7256,19.0971,12.2991,9.14376,9.46291,18.522,-7.48936,-18.351,9.7662,-1.03759,Unknown
4.61675,8.95456,5.06197,5.19809,3.76798,5.88507,7.57031,4.1469,5.2867,10.3618,6.21113,7.31575,3.22357,8.19548,4.28427,7.64952,B
4.74486,8.06453,4.11149,3.32772,2.39565,8.32419,8.13916,5.19987,5.90644,7.8184,6.43429,4.9744,1.30842,8.91438,8.20957,9.56341,B
3.5713,8.51547,6.00489,7.08357,3.87013,10.4158,4.11991,3.40069,5.53578,9.95137,3.0178,9.11762,3.3668,8.66933,4.41661,9.14106,B
6.75404,14.8166,8.23903,8.95266,7.83603,11.1773,5.41118,0.359441,3.21863,9.90648,2.69715,7.60912,5.94022,6.31375,5.054,11.2127,B
4.19535,10.7037,6.35185,7.51977,3.17025,10.9664,4.53446,6.34042,2.29489,11.1232,2.17067,11.1463,2.73722,7.64598,4.06925,9.79491,B
6.19686,11.6696,7.37164,8.51778,4.5383,9.86404,8.32581,5.22041,3.61491,11.0555,5.03677,9.2108,5.29883,9.48246,8.14377,9.23901,B
3.86009,8.98536,4.49761,4.9977,1.98626,6.5199,7.36579,6.28154,5.99407,5.42613,5.01559,11.9831,1.72865,7.14998,3.93094,9.43111,C
3.48196,8.93721,5.36809,6.45212,2.71194,8.33736,3.63294,3.02665,3.25196,7.73573,2.05724,8.68311,2.6381,6.83639,3.49173,8.54354,A
3.97734,7.21966,6.55814,5.69825,4.56692,9.19185,7.0812,2.02488,3.47004,7.61522,2.90546,6.44055,2.79926,5.92429,4.37652,7.46929,A
2.33658,5.09198,4.50134,3.34947,2.01131,7.3161,3.26361,3.85552,4.04299,7.72748,3.23214,9.56054,1.51547,6.5421,3.67976,8.19098,A
5.72059,9.82763,6.53287,6.14136,6.7473,8.66688,5.97667,2.77161,5.96355,8.31108,4.77038,6.87484,4.09062,6.97633,7.28916,11.364,B
5.25011,10.0565,5.93744,6.5787,6.29586,8.35405,7.02503,5.78118,4.3149,6.89567,5.80271,7.52143,5.89728,10.4331,7.94467,9.29363,B
2.89933,5.41137,4.54562,4.02427,3.11164,6.70151,6.53198,4.91342,5.93541,10.2561,7.23055,10.5251,2.04738,9.27419,4.45046,8.47752,C
12.4075,56.9846,8.11175,37.5993,-13.0455,11.3639,30.317,13.5076,24.2785,32.1121,1.51229,25.6101,7.29694,21.5667,8.9149,28.5325,Unknown
3.15407,7.64825,4.73676,4.50718,3.6669,7.17192,7.84819,3.3416,4.57644,9.46933,7.19645,8.92794,3.26705,9.19347,5.61425,6.93515,B
1.88503,2.18359,3.75993,2.54158,0.937198,5.33592,6.65498,4.94522,5.90762,6.55357,5.46837,12.3785,0.591898,7.40309,3.63784,8.60346,C
5.38809,8.68108,6.1013,6.56332,6.3834,7.47705,4.46169,4.05535,0.480668,8.52814,4.49079,9.13386,7.33517,6.37601,7.20212,7.53016,A
6.27088,14.2036,8.93562,8.76775,7.25839,8.31284,4.92663,2.15726,4.70513,7.29382,3.84259,7.58308,4.50118,7.02726,6.95262,5.88418,A
8.56365,17.4863,5.97476,7.64079,3.77176,5.94648,8.53617,5.88899,4.30179,11.8114,6.72042,16.8913,6.27778,6.70625,4.98902,9.12202,B
3.9111,7.4744,4.64768,4.35724,2.28469,8.58158,5.12857,3.36762,2.94166,8.19507,1.57358,9.45736,2.14037,6.66622,2.54784,8.10501,A
7.39156,8.75229,6.52426,5.11857,4.4978,6.15755,5.0124,0.725182,2.59338,7.6707,4.35741,9.59499,6.73305,6.45986,5.07149,10.6243,B
1.57925,3.84076,3.32594,3.46074,2.20717,6.80598,4.02906,1.89997,3.45419,6.6611,3.16019,7.71127,2.29708,5.97816,3.88994,7.87429,B
2.55767,7.21063,4.82074,5.94146,2.20456,9.17238,3.42447,1.83809,1.34382,7.32233,-0.0831213,7.72073,1.95665,5.744,1.7088,7.63332,A
3.62641,7.35611,5.87049,6.05546,3.27972,11.3958,2.3922,2.96293,2.84001,10.296,1.27175,8.63452,1.6085,5.5686,1.79845,8.8861,A
6.57517,9.32671,8.95413,7.40311,7.74089,11.5174,8.6242,3.23882,5.95523,11.0612,7.6303,7.06782,5.90545,8.72095,7.02439,8.7462,B
5.21321,10.5251,4.94196,6.12021,4.76634,6.85052,5.98718,3.95253,3.99886,6.90738,4.59933,8.22157,5.06573,6.58588,6.47878,7.29094,B
5.60487,10.8024,7.25107,8.89541,5.15899,8.53778,5.86682,6.13782,6.28132,10.1404,3.88011,7.92848,1.43997,9.40991,3.86445,8.32423,B
8.21242,11.1024,7.17911,6.97704,3.39253,4.94802,10.7416,6.74844,6.90075,16.7781,11.745,11.2035,1.71219,11.1492,2.54379,6.149,C
1.67611,4.62005,2.54255,3.40166,1.76057,6.70186,6.0638,4.39304,2.91445,7.70803,3.98661,7.46107,2.27342,8.16565,3.97987,8.52781,B
3.50042,7.82915,4.82648,5.70738,3.02917,9.34387,2.26969,2.31727,2.2552,9.3367,2.5986,8.38529,3.81947,5.79451,3.01774,7.45181,A
6.40036,11.4188,7.7972,7.75574,7.84579,8.09549,5.63523,3.10357,3.59741,7.81246,5.38715,6.79577,6.747,6.89907,8.69267,6.55058,A
5.56649,10.8214,4.97711,7.33906,6.47973,9.4811,10.2413,7.71473,4.70964,8.76907,5.53409,6.54729,5.94878,8.42051,9.46768,9.18434,C
4.34703,9.00697,6.49771,5.9758,4.62144,5.01086,6.04403,3.49334,5.97273,7.72933,5.61116,10.6246,3.3559,8.73011,4.84661,7.12827,B
2.31064,5.60157,4.1648,4.17407,2.06381,9.77086,4.59517,1.8861,3.00703,9.96722,2.88251,8.02282,3.0641,7.2555,4.39069,8.7285,A
4.67218,8.62219,5.90379,5.52541,3.8073,8.16108,5.03433,4.12264,5.62769,8.25635,4.286,7.70636,3.79823,7.65142,5.70326,10.2802,B
2.68353,6.51896,4.54529,4.17554,2.43824,10.5021,2.99587,2.47826,2.56325,8.43042,2.18108,7.67646,1.12516,5.64639,2.07271,6.71593,A
4.13425,2.41716,3.62948,1.21519,1.92628,11.3133,1.29248,4.53195,1.7385,10.8263,4.47692,9.27871,1.43911,7.11207,4.2372,6.92647,A
3.59842,8.65636,4.69446,5.79834,3.0168,3.63129,7.23894,5.35563,5.68578,7.44735,7.6215,11.6644,1.3018,7.27411,3.56383,7.92525,C
4.33636,8.00178,7.32782,6.62798,8.29262,9.46445,6.08184,0.226188,1.77034,6.0403,5.74842,7.29165,7.27725,6.60628,5.73252,6.45532,A
3.26925,5.34076,5.26194,4.11145,4.56255,8.89295,7.45984,3.85801,5.87845,8.68171,6.53483,4.60064,2.43815,9.18393,6.14227,10.237,B
2.97307,7.214,5.27409,5.5034,4.66106,9.22791,4.96919,3.70951,2.22009,8.52983,2.53293,7.9924,1.90786,7.67754,3.81465,8.88987,A
4.24758,9.77159,4.56779,6.43454,2.60348,9.98104,2.70719,4.19548,4.71747,10.4075,3.39971,10.1139,1.92154,7.36006,3.77278,9.79015,A
6.20882,9.0814,8.35173,7.01604,8.62661,8.25413,5.55538,5.23516,4.63519,8.23304,6.03467,7.40714,6.87602,9.02344,7.42135,7.35835,C
2.58632,2.64092,4.74027,3.37833,1.85252,9.44274,1.96133,1.71436,1.06902,7.448,1.56406,8.87332,1.60534,5.79098,1.81864,6.86463,A
3.87724,11.3929,4.87912,4.9054,-0.352511,8.43486,13.1891,11.6694,15.5281,7.72907,12.1742,18.3417,1.66429,10.3817,4.31693,12.7483,Unknown
4.49249,10.1038,4.15583,7.25897,4.60099,5.87583,7.35127,7.70665,5.73282,7.0735,6.56092,6.14165,1.99543,7.54656,9.06389,10.0399,B
5.16167,8.3524,6.09148,5.73345,3.477,7.28436,1.84385,1.66089,1.86824,7.1861,3.28302,8.59999,4.5615,5.13792,3.62545,7.76941,A
1.93104,2.05472,3.13145,2.08531,1.57813,5.9065,5.30448,2.65743,3.22322,7.71697,4.42809,8.45585,1.16129,7.51314,2.15718,7.39115,B
1.24023,1.76615,2.31071,1.62416,-0.105104,7.53071,3.40626,2.92246,1.40886,7.40236,1.94107,10.0289,1.49617,7.00098,2.54283,8.79595,A
2.04007,0.857535,2.37095,-0.00243229,0.356793,7.33899,7.81802,5.66448,5.64899,7.45445,5.7654,10.9009,1.00263,8.7343,3.87303,9.71842,C
2.49132,5.54157,3.76073,5.42631,2.71086,5.58388,6.93175,7.22783,8.01845,7.21164,5.30123,8.14449,1.36114,8.18388,6.76086,8.3126,B
2.10736,7.5692,3.06744,4.45846,3.03169,10.9179,5.83659,2.62238,5.18302,10.7936,5.08723,6.93295,1.79937,7.85279,5.12913,9.83776,B
4.51362,12.9119,6.00581,7.62095,4.80308,7.88993,6.51848,3.60286,4.71399,6.66974,3.92582,5.49001,2.05611,8.36079,4.8974,9.46645,B
3.53354,9.3279,5.87477,6.2608,4.7883,8.22313,5.99409,4.48476,3.46361,8.04629,5.15786,7.20714,3.77007,6.60538,5.99654,7.45266,B
2.16816,3.86545,3.50238,2.89411,2.59352,6.4301,5.48165,3.23631,3.98092,7.43527,3.51406,5.38741,2.00238,6.68162,4.63292,8.01145,B
5.09931,9.52208,6.67084,6.29187,3.6371,11.9441,2.61349,4.1884,2.10805,11.7426,3.26002,10.3416,3.14356,4.95072,3.61018,8.79811,B
4.42059,7.78462,6.7739,6.15562,3.69137,5.76929,5.85365,4.69397,6.51197,5.93618,5.29961,11.3576,5.44543,8.30778,4.98223,6.51726,B
3.12507,2.01371,3.64353,2.7294,2.23698,5.91472,4.87518,3.13727,3.65743,7.17428,4.92679,11.938,3.26139,6.82503,2.99503,7.71309,B
5.21538,12.4597,6.52149,7.7025,4.03793,7.38069,4.74971,3.30998,4.85168,7.02673,3.18006,8.89361,2.98818,7.15564,5.69941,7.0896,B
4.21035,6.79917,5.34759,4.82443,2.97733,9.96058,1.16968,2.50567,1.25914,7.82725,2.09099,8.90047,1.757,6.91839,2.45147,7.3736,A
2.80438,7.68356,3.3795,3.5543,1.61619,3.78476,8.01716,5.12678,5.90135,9.98901,9.9359,14.405,0.402331,8.84382,3.22033,10.2241,C
5.60836,12.22,5.984,7.59072,3.4077,5.18675,8.68983,7.57156,7.63405,8.49682,8.39128,13.3557,1.54214,8.81626,3.51541,8.09567,C
4.00433,7.2889,5.1862,4.11762,2.73477,8.30453,8.91489,2.16987,5.36005,12.0975,4.83879,7.05123,2.99862,7.30823,3.82886,7.21581,B
6.57136,9.84215,4.87391,5.33293,4.19067,6.82337,8.37093,6.40391,6.15363,8.71685,8.98089,7.11983,5.54834,9.25961,6.57825,9.72499,B
